firm_id,company,naics2,naics_full,n_estab,n_unknown,emp,max_estab_emp,round_500,round_100,single_site_large,many_estabs,no_sector,incomplete,review_keep,review_sector,review_emp,review_note
009317371,S & C ELECTRIC CO,23,42361021,1,0.0,2000.0,2000,True,True,True,False,False,False,,,,
804424223,SP PLUS CORP,56,81293004,299,2.0,1982.0,80,False,False,False,True,False,True,,,,
886012012,WHOLE FOODS MARKET,44,44511003,263,218.0,1960.0,400,False,False,False,True,False,True,,,,
820154003,JONES LANG LASALLE INC,52,53121005,20,0.0,1919.0,700,False,False,False,False,False,False,,,,
004586681,MACY'S,45,45211101,12,0.0,1916.0,1500,False,False,False,False,False,False,,,,
004630315,DDB CHICAGO,54,54181001,19,0.0,1826.0,800,False,False,False,False,False,False,,,,
009287483,TEMPEL STEEL CO,33,23891057,1,0.0,1800.0,1800,False,True,True,False,False,False,,,,
510184948,INTERCONTINENTAL CHICAGO,48,72111002,13,0.0,1786.0,800,False,False,False,False,False,False,,,,
806920021,MARSH & MC LENNAN AGENCY,52,52421001,8,0.0,1735.0,800,False,False,False,False,False,False,,,,
006407589,PRICEWATERHOUSE COOPERS,52,52393002,3,0.0,1714.0,1700,False,False,False,False,False,False,,,,
009450149,DART CONTAINER SOLO,32,32221912,1,0.0,1700.0,1700,False,True,True,False,False,False,,,,
403476608,BAGCRAFT PACKAGING,32,32222016,129,91.0,1684.0,400,False,False,False,True,False,True,,,,
401637651,INSIGHT HOSPITAL & MEDICAL CTR,62,62211002,10,0.0,1675.0,1536,False,False,False,False,False,False,,,,
900703026,SUN-TIMES MEDIA HOLDINGS LLC,54,51111003,4,0.0,1648.0,1492,False,False,False,False,False,False,,,,
457910685,CIRCANA INC,51,54191001,16,0.0,1608.0,1200,False,False,False,False,False,False,,,,
742688354,NORTHEASTERN IL UNIV FNDTN,81,54172006,5,0.0,1553.0,1500,False,False,False,False,False,False,,,,
004654984,SECURITAS INC,23,56161208,2,0.0,1511.0,1500,False,False,False,False,False,False,,,,
005761499,SARGENT & LUNDY LLC,54,54133011,1,0.0,1500.0,1500,True,True,True,False,False,False,,,,
407357519,CHICAGO TRANSIT AUTHORITY,,48511901,1,0.0,1500.0,1500,True,True,True,False,True,False,,,,
003869476,UPS CUSTOMER CTR,48,54186007,436,278.0,1471.0,400,False,False,False,True,False,True,,,,
007538564,UNITED STATES GYPSUM CO,32,32742002,3,0.0,1469.0,800,False,False,False,False,False,False,,,,
959792284,TACO BELL,72,72251117,76,1.0,1462.0,40,False,False,False,False,False,True,,,,
007502875,ARCHER-DANIELS-MIDLAND CO,11,31121106,5,0.0,1440.0,1200,False,False,False,False,False,False,,,,
424597185,SKIDMORE OWINGS & MERRILL LLP,81,54131009,1,0.0,1400.0,1400,False,True,True,False,False,False,,,,
680258050,EQ OFFICE,54,53121005,49,0.0,1366.0,500,False,False,False,False,False,False,,,,
678851924,DOLLAR TREE,45,45299013,124,0.0,1353.0,35,False,False,False,True,False,False,,,,
421766768,BAIRD & WARNER REAL ESTATE,55,53121003,10,0.0,1325.0,415,False,False,False,False,False,False,,,,
400624805,OAK STREET HEALTH PORTAGE PARK,62,62149301,87,0.0,1319.0,121,False,False,False,False,False,False,,,,
422011576,BURGER KING,72,72251117,46,0.0,1316.0,60,False,False,False,False,False,False,,,,
884499294,COMMUNITY FIRST MEDICAL CTR,62,62211002,3,0.0,1302.0,1200,False,False,False,False,False,False,,,,
426752396,CHICAGO O'HARE INTL AIRPORT,,48811907,1,0.0,1301.0,1301,False,False,True,False,True,False,,,,
468172937,US ENVIRONMENTAL PROTCTN AGCY,92,92411003,1,0.0,1300.0,1300,False,True,True,False,False,False,,,,
433570033,KPMG,54,54121101,1,0.0,1300.0,1300,False,True,True,False,False,False,,,,
789889894,ALLIANCE GROUND INTL,48,48811906,4,0.0,1259.0,500,False,False,False,False,False,False,,,,
433091519,CHASE,52,52211002,82,0.0,1251.0,201,False,False,False,False,False,False,,,,
496971326,AMERICAN MEDICAL ASSN,51,81391002,4,0.0,1235.0,1100,False,False,False,False,False,False,,,,
832371389,PEOPLES GAS,21,22121002,6,0.0,1224.0,1200,False,False,False,False,False,False,,,,
005889993,WALMART SUPERCENTER,44,45211101,19,0.0,1217.0,450,False,False,False,False,False,False,,,,
860048156,MONDELEZ INTERNATIONAL INC,31,31199906,2,0.0,1203.0,1200,False,False,False,False,False,False,,,,
713858228,AT WORLD PROPERTIES LLC,53,53121003,14,0.0,1185.0,350,False,False,False,False,False,False,,,,
001330794,SEYFARTH SHAW LLP,99,54111002,4,0.0,1140.0,1001,False,False,False,False,True,False,,,,
434533054,TRANSUNION INTERMEDIATE HLDNGS,52,56145003,4,0.0,1139.0,1100,False,False,False,False,False,False,,,,
002363950,BHHS CHICAGO,52,53121003,31,0.0,1138.0,250,False,False,False,False,False,False,,,,
416148006,JAMESON SOTHEBY'S INTL REALTY,53,53121003,29,0.0,1135.0,234,False,False,False,False,False,False,,,,
738420292,CHICAGO STATE UNIVERSITY,61,61131009,5,0.0,1121.0,950,False,False,False,False,False,False,,,,
458460003,CBOE FUTURES EXCHANGE LLC,23,52321001,7,0.0,1116.0,600,False,False,False,False,False,False,,,,
367784493,ROCKFON LLC,23,33231210,1,0.0,1112.0,1112,False,False,True,False,False,False,,,,
582011136,UNI CARE LIFE & HEALTH INS CO,62,52421003,3,0.0,1105.0,1000,False,False,False,False,False,False,,,,
385902457,EDSAL MANUFACTURING CO INC,44,33721511,2,0.0,1105.0,1100,False,False,False,False,False,False,,,,
416870134,PATRICK J MCNERNEY MEYER BROWN,,54111002,1,0.0,1105.0,1105,False,False,True,False,True,False,,,,
721488907,DEPAUL UNIVERSITY-LOOP CAMPUS,45,61131009,4,0.0,1089.0,1001,False,False,False,False,False,False,,,,
237855895,MATTRESS FIRM,33,44211024,14,0.0,1061.0,1000,False,False,False,False,False,False,,,,
200026573,ALDI,44,44511003,34,0.0,1061.0,160,False,False,False,False,False,False,,,,
007656051,GREAT DANE TRAILERS,42,33621202,3,0.0,1055.0,1000,False,False,False,False,False,False,,,,
746795206,RATE,52,52229202,21,0.0,1037.0,600,False,False,False,False,False,False,,,,
224249342,POTBELLY CORP,53,72231009,51,0.0,1036.0,200,False,False,False,False,False,False,,,,
003901832,AON CORP,52,52421001,6,0.0,1029.0,1001,False,False,False,False,False,False,,,,
467853073,KIRKLAND & ELLIS LLP,54,54111002,3,0.0,1009.0,1000,False,False,False,False,False,False,,,,
557193513,CHIPOTLE MEXICAN GRILL,72,72251117,43,0.0,1008.0,40,False,False,False,False,False,False,,,,
611335779,MOTOROLA MOBILITY HOLDINGS LLC,53,33421004,1,0.0,1001.0,1001,False,False,True,False,False,False,,,,
243185816,MCCORMICK PLACE,72,72251505,1,0.0,1001.0,1001,False,False,True,False,False,False,,,,
720809648,AMAZING CHICAGO'S FUNHOUSE MZ,,71399001,1,0.0,1000.0,1000,True,True,True,False,True,False,,,,
410776136,INPUT CENTER INC,,56199001,1,0.0,1000.0,1000,True,True,True,False,True,False,,,,
367448727,NORCON INC,23,23611505,1,0.0,1000.0,1000,True,True,True,False,False,False,,,,
533767356,SIDLEY AUSTIN LLP,,54111002,1,0.0,1000.0,1000,True,True,True,False,True,False,,,,
401537560,MC AULEY RESIDENCE,,62399007,1,0.0,1000.0,1000,True,True,True,False,True,False,,,,
148003965,RSM US LLP,52,54121101,1,0.0,1000.0,1000,True,True,True,False,False,False,,,,
367209509,CLARK CONSTRUCTION GROUP,23,23611512,1,0.0,1000.0,1000,True,True,True,False,False,False,,,,
610824542,AMER ASSOCIATION OF MEDICAL,81,81392006,1,0.0,1000.0,1000,True,True,True,False,False,False,,,,
507800415,METROPOLITAN PIER & EXPOSITION,71,56192002,1,0.0,1000.0,1000,True,True,True,False,False,False,,,,
475652731,CHICAGO SYMPHONY CTR,71,71111010,1,0.0,1000.0,1000,True,True,True,False,False,False,,,,
007500598,MILLER COORS LLC,42,42481001,3,0.0,1000.0,400,True,True,False,False,False,False,,,,
458512076,AMERICAN MEDICAL ASSOC,,81331908,1,0.0,1000.0,1000,True,True,True,False,True,False,,,,
151796745,MISERICORDIA HOME,81,81331908,1,0.0,1000.0,1000,True,True,True,False,False,False,,,,
438897461,FAIRMONT CHICAGO-MILLENNIUM,72,72111002,3,0.0,1000.0,500,True,True,False,False,False,False,,,,
400403224,ISMS DIVISION OF SPECIALTY SVC,62,23611505,1,0.0,1000.0,1000,True,True,True,False,False,False,,,,
713247635,THOREK MEMORIAL HOSP ANDRSNVLL,62,62211002,6,1.0,998.0,900,False,False,False,False,False,True,,,,
748156067,COLUMBIA COLLEGE CHICAGO,61,61131009,7,0.0,979.0,600,False,False,False,False,False,False,,,,
539863209,TRUE VALUE CO,42,44413005,16,0.0,978.0,500,False,False,False,False,False,False,,,,
006131684,NORDSTROM,56,45211101,7,0.0,959.0,720,False,False,False,False,False,False,,,,
402888671,WILLIAM BLAIR & CO LLC,52,52311001,1,0.0,920.0,920,False,False,False,False,False,False,,,,
001334648,WINSTON & STRAWN LLP,99,54111002,2,0.0,907.0,900,False,False,False,False,True,False,,,,
592127328,WILLIS TOWERS WATSON,52,52421001,2,0.0,903.0,900,False,False,False,False,False,False,,,,
104275698,DD'S DISCOUNTS,45,45211101,21,0.0,901.0,133,False,False,False,False,False,False,,,,
408172047,ILLINOIS INSTITUTE-TECH CAMPUS,81,51919014,1,0.0,900.0,900,False,True,False,False,False,False,,,,
151162567,FREEDMAN SEATING CO,42,33531201,1,0.0,900.0,900,False,True,False,False,False,False,,,,
006529671,OMNIMAX THEATER,,51213101,2,0.0,900.0,600,False,True,False,False,True,False,,,,
001332337,JENNER & BLOCK LLP,54,54111002,2,0.0,900.0,500,False,True,False,False,False,False,,,,
401336347,FISCAL OPERATIONS BUREAU,,92112009,1,0.0,900.0,900,False,True,False,False,True,False,,,,
006961734,OSI INDUSTRIES LLC,31,31161103,2,0.0,900.0,600,False,True,False,False,False,False,,,,
820362325,VEDDER PRICE PC,51,54111002,1,0.0,900.0,900,False,True,False,False,False,False,,,,
628493280,OZINGA,23,44419012,8,0.0,898.0,600,False,False,False,False,False,False,,,,
839897758,TJ MAXX,45,45211101,20,0.0,890.0,94,False,False,False,False,False,False,,,,
439851547,ST ANTHONY HOSPITAL,62,62211002,2,0.0,871.0,825,False,False,False,False,False,False,,,,
308577089,LA FITNESS,81,71394011,22,0.0,858.0,250,False,False,False,False,False,False,,,,
452072770,US ATTORNEY,54,92213003,17,0.0,855.0,250,False,False,False,False,False,False,,,,
151625449,ALDEN WENTWORTH REHABILITATION,62,62431009,8,0.0,830.0,200,False,False,False,False,False,False,,,,
639356617,EDELMAN,54,54182004,8,0.0,819.0,650,False,False,False,False,False,False,,,,
151011921,YMCA OF THE USA,62,62411006,9,0.0,815.0,300,False,False,False,False,False,False,,,,
738425559,NORTH PARK UNIVERSITY,61,61131009,2,0.0,815.0,800,False,False,False,False,False,False,,,,
967328584,WINTRUST WEALTH MANAGEMENT,52,52393005,56,0.0,814.0,200,False,False,False,False,False,False,,,,
458545811,ST BERNARD HOSPITAL,62,62211002,5,0.0,812.0,750,False,False,False,False,False,False,,,,
007525504,MOTOROLA SOLUTIONS INC,33,33422004,2,0.0,806.0,800,False,False,False,False,False,False,,,,
510390404,CIBC BANCORP USA INC,54,55111101,7,0.0,806.0,600,False,False,False,False,False,False,,,,
121698195,IBEW,23,81393001,72,0.0,802.0,60,False,False,False,False,False,False,,,,
402883896,ILLINOIS EMPLOYMENT SECURITY,,92313004,1,0.0,800.0,800,False,True,False,False,True,False,,,,
417203445,CLERK-THE CIRCUIT COURT-COOK,92,92211002,1,0.0,800.0,800,False,True,False,False,False,False,,,,
581069010,HEARTLAND ALLIANCE-HUMAN NEEDS,52,81331101,13,0.0,795.0,600,False,False,False,False,False,False,,,,
742896291,ISI TELEMANAGEMENT SOLUTIONS,,51121005,1,0.0,789.0,789,False,False,False,False,True,False,,,,
680181153,GEOMETRY GLOBAL,54,54181001,13,0.0,786.0,200,False,False,False,False,False,False,,,,
423671866,WENDY'S,72,72251117,26,0.0,784.0,46,False,False,False,False,False,False,,,,
156647240,POPEYES,72,72251117,37,0.0,783.0,40,False,False,False,False,False,False,,,,
583360797,ARCHER-WESTERN CONTRACTORS LTD,23,23899018,5,0.0,779.0,400,False,False,False,False,False,False,,,,
612771964,WESTERN UNION AGENT LOCATION,52,52232008,159,0.0,776.0,20,False,False,False,True,False,False,,,,
003583366,ARCELORMITTAL,23,33122103,6,0.0,768.0,300,False,False,False,False,False,False,,,,
004612941,BLUE CROSS & BLUE SHIELD ASSN,52,52421001,1,0.0,765.0,765,False,False,False,False,False,False,,,,
793946125,WEISS MEMORIAL HOSPITAL,62,62211002,2,0.0,756.0,732,False,False,False,False,False,False,,,,
483452413,FANTUS HEALTH CTR-COOK COUNTY,,62149301,1,0.0,750.0,750,False,False,False,False,True,False,,,,
750307570,LESSEN,,51121005,1,0.0,750.0,750,False,False,False,False,True,False,,,,
475717922,PRITZKER SCHOOL OF MEDICINE,,61131008,1,0.0,750.0,750,False,False,False,False,True,False,,,,
402325170,COGNITIVE TPG,32,33324406,1,0.0,750.0,750,False,False,False,False,False,False,,,,
425757412,BOARD-TRUSTEES-CMNTY CLG DIST,61,52399114,1,0.0,750.0,750,False,False,False,False,False,False,,,,
736347633,FARMER'S FRIDGE,72,45421005,67,0.0,748.0,21,False,False,False,False,False,False,,,,
354872905,BALYASNY ASSET MANAGEMENT LP,52,52392001,1,0.0,746.0,746,False,False,False,False,False,False,,,,
433461118,NUVEEN SECURITIES LLC,52,52392002,6,0.0,745.0,400,False,False,False,False,False,False,,,,
448968354,JACKSON PARK HOSPITAL,62,62211002,5,0.0,739.0,700,False,False,False,False,False,False,,,,
475696241,HUMBOLDT PARK HEALTH,62,62211002,3,0.0,738.0,712,False,False,False,False,False,False,,,,
683857213,RR DONNELLEY & SONS CO,32,32311109,2,0.0,731.0,725,False,False,False,False,False,False,,,,
441317252,DEUTSCHE BANK,52,52211002,3,0.0,724.0,690,False,False,False,False,False,False,,,,
433354362,ECHO GLOBAL LOGISTICS INC,48,48851004,7,0.0,722.0,600,False,False,False,False,False,False,,,,
007523475,WM WRIGLEY JR CO,31,31134001,18,0.0,718.0,500,False,False,False,False,False,False,,,,
901786970,DRAPER-KRAMER RESIDENTAL,53,53121003,10,0.0,716.0,300,False,False,False,False,False,False,,,,
230228082,REDWOOD LOGISTICS,48,48423020,4,0.0,715.0,400,False,False,False,False,False,False,,,,
415115285,ATLAS TUBE,23,33111012,5,0.0,705.0,300,False,False,False,False,False,False,,,,
694674151,IHEARTMEDIA,51,51511203,10,0.0,703.0,153,False,False,False,False,False,False,,,,
367344579,NORTHWESTERN MEDICINE,62,54121901,1,0.0,700.0,700,False,True,False,False,False,False,,,,
003848645,CHICAGO TRANSPORTATION DEPT,92,92112006,1,0.0,700.0,700,False,True,False,False,False,False,,,,
001330497,MCDERMOTT WILL & EMERY,54,54111002,1,0.0,700.0,700,False,True,False,False,False,False,,,,
617356803,WFMT,51,54184002,4,0.0,698.0,300,False,False,False,False,False,False,,,,
005863311,7-ELEVEN,72,44512001,99,0.0,698.0,16,False,False,False,False,False,False,,,,
988440806,NEWSNATION,51,51512001,4,0.0,697.0,250,False,False,False,False,False,False,,,,
441427713,WHITE CASTLE,72,72251117,20,0.0,688.0,100,False,False,False,False,False,False,,,,
977518554,REPUBLIC SERVICES OF CHICAGO,56,56211901,8,0.0,671.0,536,False,False,False,False,False,False,,,,
310007406,LOWE'S HOME IMPROVEMENT,23,44411002,5,0.0,666.0,183,False,False,False,False,False,False,,,,
003607868,WEBER SHANDWICK,54,54182004,6,0.0,663.0,300,False,False,False,False,False,False,,,,
001161124,FAEGRE DRINKER BIDDLE-REATH,51,54111002,2,0.0,660.0,600,False,False,False,False,False,False,,,,
003678943,CITIBANK,52,52211002,25,2.0,657.0,400,False,False,False,False,False,True,,,,
722498934,MOODY BIBLE INSTITUTE,61,51912010,3,0.0,651.0,600,False,False,False,False,False,False,,,,
441311800,COSTCO WHOLESALE,42,45291001,10,0.0,650.0,250,False,False,False,False,False,False,,,,
433350857,AUTOKINITON,32,33637001,2,0.0,650.0,500,False,False,False,False,False,False,,,,
001250919,JONES DAY,,54111002,2,0.0,650.0,350,False,False,False,False,True,False,,,,
004607974,UNITED STATES CELLULAR CORP,51,51721014,2,0.0,640.0,600,False,False,False,False,False,False,,,,
852815976,SAKS FIFTH AVENUE,44,45211101,6,0.0,637.0,350,False,False,False,False,False,False,,,,
007567704,ADTALEM GLOBAL EDUCATION INC,,61111005,2,1.0,636.0,636,False,False,False,False,True,True,,,,
314638263,BUBBA GUMP SHRIMP CO,72,72251117,5,0.0,636.0,285,False,False,False,False,False,False,,,,
652242033,GIORDANO'S,31,72251115,20,0.0,634.0,101,False,False,False,False,False,False,,,,
738425989,ROOSEVELT UNIVERSITY,61,61131009,4,1.0,628.0,600,False,False,False,False,False,True,,,,
410869524,CHICAGO READ MENTAL HEALTH CTR,92,62211002,1,0.0,628.0,628,False,False,False,False,False,False,,,,
009322777,METHODE ELECTRONICS INC,33,33441902,2,0.0,627.0,600,False,False,False,False,False,False,,,,
462148875,MORGAN STANLEY WEALTH MGMT,52,52393002,50,0.0,620.0,400,False,False,False,False,False,False,,,,
004713574,ARDAGH GROUP,33,32721303,2,0.0,620.0,500,False,False,False,False,False,False,,,,
622551794,GRANT THORNTON LLP,51,54121101,4,0.0,618.0,601,False,False,False,False,False,False,,,,
466104361,SALVATION ARMY KROC CTR,71,62419012,23,0.0,617.0,200,False,False,False,False,False,False,,,,
007509045,CONAGRA BRANDS INC,42,31199906,3,0.0,615.0,500,False,False,False,False,False,False,,,,
884301763,CUSHMAN & WAKEFIELD,53,53121003,3,0.0,613.0,600,False,False,False,False,False,False,,,,
686514902,VIENNA BEEF LTD,31,31199906,3,0.0,609.0,500,False,False,False,False,False,False,,,,
439599489,PROVIDENT HOSPITAL-COOK COUNTY,62,62211002,12,1.0,609.0,316,False,False,False,False,False,True,,,,
004620738,H&R BLOCK,52,54121301,66,0.0,608.0,30,False,False,False,False,False,False,,,,
418285359,FERRARA CANDY CO,42,31135201,1,0.0,600.0,600,False,True,False,False,False,False,,,,
417273296,55 ERIE INVESTORS LLC,,53111004,1,0.0,600.0,600,False,True,False,False,True,False,,,,
820734093,NATIONAL ASSOCIATION-BAR,,81391002,1,0.0,600.0,600,False,True,False,False,True,False,,,,
416509239,CHICAGO TRANSIT AUTHORITY,,48511901,1,0.0,600.0,600,False,True,False,False,True,False,,,,
237616735,MIDWAY MOVING,48,53113001,1,0.0,600.0,600,False,True,False,False,False,False,,,,
404918287,WALSH'DEMARIA JOINT VENTURE,,23611512,1,0.0,600.0,600,False,True,False,False,True,False,,,,
975296526,EAST BANK CLUB,,71394011,1,0.0,600.0,600,False,True,False,False,True,False,,,,
465380939,CHICAGO POLICE DEPT,,92212003,1,0.0,600.0,600,False,True,False,False,True,False,,,,
009093030,GENERAL FOODS CORP,31,42442005,1,0.0,600.0,600,False,True,False,False,False,False,,,,
891739385,ARIE CROWN THEATER,71,71111007,1,0.0,600.0,600,False,True,False,False,False,False,,,,
259743649,BEARINGPOINT,,54161401,1,0.0,600.0,600,False,True,False,False,True,False,,,,
890292881,CRAIN COMMUNICATIONS INC,51,51112006,6,0.0,598.0,200,False,False,False,False,False,False,,,,
007526346,FRESENIUS KIDNEY CARE,62,62149202,33,0.0,597.0,50,False,False,False,False,False,False,,,,
007503576,NEWARK,33,42369015,3,0.0,574.0,460,False,False,False,False,False,False,,,,
007533805,JIFFY LUBE,44,81119101,94,0.0,559.0,20,False,False,False,False,False,False,,,,
402946685,ALLSTATE INSURANCE,52,52421001,113,0.0,558.0,41,False,False,False,True,False,False,,,,
655861375,SUPERIOR GRAPHITE CO,32,33599101,2,0.0,552.0,500,False,False,False,False,False,False,,,,
599085917,THYSSENKRUPP NORTH AMERICA,33,33299910,2,0.0,550.0,501,False,False,False,False,False,False,,,,
313028979,FOUR SEASONS HOTEL CHICAGO,72,72111002,1,0.0,550.0,550,False,False,False,False,False,False,,,,
684383862,CCH INC,51,51121005,2,0.0,550.0,500,False,False,False,False,False,False,,,,
007518103,PROVISUR TECHNOLOGIES INC,33,42344016,4,0.0,544.0,250,False,False,False,False,False,False,,,,
005235973,PNC BANK,52,52211002,64,3.0,544.0,100,False,False,False,False,False,True,,,,
441324175,TRUMP INTERNATIONAL HOTEL,72,72111002,2,0.0,540.0,500,False,False,False,False,False,False,,,,
507958353,T-MOBILE,51,51721014,109,0.0,537.0,26,False,False,False,True,False,False,,,,
716158773,PETE'S FRESH MARKET,42,44511003,8,0.0,536.0,300,False,False,False,False,False,False,,,,
749710524,PROVIDENCE BANK & TRUST,52,52211002,3,0.0,536.0,500,False,False,False,False,False,False,,,,
713001966,HOWARD ORLOFF IMPORTS INC,44,44111001,4,0.0,536.0,183,False,False,False,False,False,False,,,,
807279781,PERKINS EASTMAN ARCHITECTS,54,54131001,2,0.0,534.0,500,False,False,False,False,False,False,,,,
533721700,STARCOM MEDIAVEST GROUP,,54181001,4,0.0,533.0,499,False,False,False,False,True,False,,,,
006501621,CONSTELLATION BRANDS,31,42512070,2,0.0,530.0,400,False,False,False,False,False,False,,,,
461050437,SMITHBUCKLIN,62,56111003,3,0.0,528.0,500,False,False,False,False,False,False,,,,
712073164,DHL GLOBAL FORWARDING,48,48851006,5,0.0,526.0,500,False,False,False,False,False,False,,,,
