company,firm_id,naics2,naics3,n_components,n_estab,emp_all,emp_clean,emp_obs,n_flagged,group,wfh_rate,emp_unadjusted,qualifies_unadjusted,emp_census,qualifies_census,emp_census_all_outside,qualifies_census_all_outside
LA FITNESS,308577089,81,713,1,22.0,858.0,858.0,757.0,0.0,Other services (except public administration),0.13723383599767006,858.0,True,821.8063950256919,True,740.2533687139991,True
US ATTORNEY,452072770,54,922,1,17.0,855.0,855.0,706.0,0.0,"Professional, scientific, and management, and administrative and waste management services",0.31008239739383525,855.0,True,773.5058228431058,True,589.8795502282709,True
ALDEN WENTWORTH REHABILITATION,151625449,62,624,1,8.0,830.0,830.0,807.0,0.0,"Educational services, and health care and social assistance",0.10038512573829843,830.0,True,804.388747910097,True,746.6803456372123,True
EDELMAN,639356617,54,541,1,8.0,819.0,819.0,674.0,0.0,"Professional, scientific, and management, and administrative and waste management services",0.31008239739383525,819.0,True,740.9371566181329,True,565.042516534449,True
YMCA OF THE USA,151011921,62,624,1,9.0,815.0,815.0,800.0,0.0,"Educational services, and health care and social assistance",0.10038512573829843,815.0,True,789.851601863529,True,733.1861225232868,True
NORTH PARK UNIVERSITY,738425559,61,611,1,2.0,815.0,815.0,800.0,0.0,"Educational services, and health care and social assistance",0.10038512573829843,815.0,True,789.851601863529,True,733.1861225232868,True
WINTRUST WEALTH MANAGEMENT,967328584,52,523,1,56.0,814.0,814.0,614.0,0.0,"Finance and insurance, and real estate and rental and leasing",0.27826146344128616,814.0,True,744.3757033455678,True,587.495168758793,True
ST BERNARD HOSPITAL,458545811,62,622,1,5.0,812.0,812.0,756.0,0.0,"Educational services, and health care and social assistance",0.10038512573829843,812.0,True,786.9441726542154,True,730.4872779005017,True
CIBC BANCORP USA INC,510390404,54,551,1,7.0,806.0,806.0,770.0,0.0,"Professional, scientific, and management, and administrative and waste management services",0.31008239739383525,806.0,True,729.1762493702261,True,556.0735877005689,True
MOTOROLA SOLUTIONS INC,007525504,33,334,1,2.0,806.0,806.0,800.0,0.0,Manufacturing,0.11379548024349065,806.0,True,777.8068627226271,True,714.2808429237465,True
IBEW,121698195,23,813,1,72.0,802.0,802.0,646.0,0.0,Construction,0.08411530495864025,802.0,True,781.263629527689,True,734.5395254231705,True
HEARTLAND ALLIANCE-HUMAN NEEDS,581069010,52,813,1,13.0,795.0,795.0,712.0,0.0,"Finance and insurance, and real estate and rental and leasing",0.27826146344128616,795.0,True,727.0008404910644,True,573.7821365641776,True
ISI TELEMANAGEMENT SOLUTIONS,742896291,51,511,1,1.0,789.0,789.0,789.0,0.0,Information,0.29816404791801,789.0,True,716.6871247027032,True,553.7485661926901,True
GEOMETRY GLOBAL,680181153,54,541,1,13.0,786.0,786.0,474.0,0.0,"Professional, scientific, and management, and administrative and waste management services",0.31008239739383525,786.0,True,711.0825459119078,True,542.2752356484455,True
WENDY'S,423671866,72,722,1,26.0,784.0,784.0,580.0,0.0,"Arts, entertainment, and recreation, and accommodation and food services",0.06926141885325558,784.0,True,767.3086755965768,True,729.6990476190476,True
POPEYES,156647240,72,722,1,37.0,783.0,783.0,669.0,0.0,"Arts, entertainment, and recreation, and accommodation and food services",0.06926141885325558,783.0,True,766.3299655511729,True,728.7683090379008,True
ARCHER-WESTERN CONTRACTORS LTD,583360797,23,238,1,5.0,779.0,779.0,750.0,0.0,Construction,0.08411530495864025,779.0,True,758.8583134689148,True,713.4741774372193,True
WESTERN UNION AGENT LOCATION,612771964,52,522,1,159.0,776.0,776.0,124.0,0.0,"Finance and insurance, and real estate and rental and leasing",0.27826146344128616,776.0,True,709.625977636561,True,560.069104369562,True
ARCELORMITTAL,003583366,23,331,1,6.0,768.0,768.0,720.0,0.0,Construction,0.08411530495864025,768.0,True,748.142727527762,True,703.3994457917643,True
BLUE CROSS & BLUE SHIELD ASSN,004612941,52,524,1,1.0,765.0,765.0,765.0,0.0,"Finance and insurance, and real estate and rental and leasing",0.27826146344128616,765.0,True,699.5668465102696,True,552.1299804674161,True
WEISS MEMORIAL HOSPITAL,793946125,62,622,1,2.0,756.0,756.0,732.0,0.0,"Educational services, and health care and social assistance",0.10038512573829843,756.0,True,732.6721607470281,True,680.1088449418464,True
COGNITIVE TPG,402325170,32,333,1,1.0,750.0,750.0,750.0,0.0,Manufacturing,0.11379548024349065,750.0,True,723.7656911190699,True,664.653389817382,True
PRITZKER SCHOOL OF MEDICINE,475717922,61,611,1,1.0,750.0,750.0,750.0,0.0,"Educational services, and health care and social assistance",0.10038512573829843,750.0,True,726.8573023284009,True,674.7111556962761,True
BOARD-TRUSTEES-CMNTY CLG DIST,425757412,61,523,1,1.0,750.0,750.0,750.0,0.0,"Educational services, and health care and social assistance",0.10038512573829843,750.0,True,726.8573023284009,True,674.7111556962761,True
LESSEN,750307570,51,511,1,1.0,750.0,750.0,750.0,0.0,Information,0.29816404791801,750.0,True,681.2615253827977,True,526.3769640614926,True
FARMER'S FRIDGE,736347633,72,454,1,67.0,748.0,748.0,0.0,0.0,"Arts, entertainment, and recreation, and accommodation and food services",0.06926141885325558,748.0,True,732.0751139620401,True,696.1924586977648,True
BALYASNY ASSET MANAGEMENT LP,354872905,52,523,1,1.0,746.0,746.0,746.0,0.0,"Finance and insurance, and real estate and rental and leasing",0.27826146344128616,746.0,True,682.1919836557661,True,538.4169482728005,True
NUVEEN SECURITIES LLC,433461118,52,523,1,6.0,745.0,745.0,700.0,0.0,"Finance and insurance, and real estate and rental and leasing",0.27826146344128616,745.0,True,681.2775171897396,True,537.6952097362418,True
JACKSON PARK HOSPITAL,448968354,62,622,1,5.0,739.0,739.0,719.0,0.0,"Educational services, and health care and social assistance",0.10038512573829843,739.0,True,716.1967285609177,True,664.8153920793975,True
HUMBOLDT PARK HEALTH,475696241,62,622,1,3.0,738.0,738.0,714.0,0.0,"Educational services, and health care and social assistance",0.10038512573829843,738.0,True,715.2275854911466,True,663.9157772051358,True
RR DONNELLEY & SONS CO,683857213,32,323,1,2.0,731.0,731.0,725.0,0.0,Manufacturing,0.11379548024349065,731.0,True,705.4302936107201,True,647.8155039420084,True
DEUTSCHE BANK,441317252,52,522,1,3.0,724.0,724.0,720.0,0.0,"Finance and insurance, and real estate and rental and leasing",0.27826146344128616,724.0,True,662.0737214031832,True,522.5387004685088,True
ECHO GLOBAL LOGISTICS INC,433354362,48,488,1,7.0,722.0,722.0,703.0,0.0,"Transportation and warehousing, and utilities",0.07896904951528301,722.0,True,704.474215808618,True,664.9843462499657,True
WM WRIGLEY JR CO,007523475,31,311,1,18.0,718.0,718.0,671.0,0.0,Manufacturing,0.11379548024349065,718.0,True,692.8850216313228,True,636.2948451851737,True
DRAPER-KRAMER RESIDENTAL,901786970,53,531,1,10.0,716.0,716.0,696.0,0.0,"Finance and insurance, and real estate and rental and leasing",0.27826146344128616,716.0,True,654.7579896749712,True,516.7647921760391,True
REDWOOD LOGISTICS,230228082,48,484,1,4.0,715.0,715.0,715.0,0.0,"Transportation and warehousing, and utilities",0.07896904951528301,715.0,True,697.6441333838808,True,658.5371295965726,True
ATLAS TUBE,415115285,23,331,1,5.0,705.0,705.0,500.0,0.0,Construction,0.08411530495864025,705.0,True,686.7716444102502,True,645.6987100041587,True
IHEARTMEDIA,694674151,51,515,1,10.0,703.0,703.0,436.0,0.0,Information,0.29816404791801,703.0,True,638.569136458809,True,493.390674313639,False
MCDERMOTT WILL & EMERY,001330497,54,541,1,1.0,700.0,700.0,700.0,0.0,"Professional, scientific, and management, and administrative and waste management services",0.31008239739383525,700.0,True,633.2796210411392,True,482.9423218243153,False
WFMT,617356803,51,541,1,4.0,698.0,698.0,580.0,0.0,Information,0.29816404791801,698.0,True,634.027392956257,True,489.881494553229,False
7-ELEVEN,005863311,72,445,1,99.0,698.0,698.0,531.0,0.0,"Arts, entertainment, and recreation, and accommodation and food services",0.06926141885325558,698.0,True,683.1396116918502,True,649.6555296404276,True
NEWSNATION,988440806,51,515,1,4.0,697.0,697.0,530.0,0.0,Information,0.29816404791801,697.0,True,633.1190442557466,True,489.179658601147,False
WHITE CASTLE,441427713,72,722,1,20.0,688.0,688.0,688.0,0.0,"Arts, entertainment, and recreation, and accommodation and food services",0.06926141885325558,688.0,True,673.3525112378122,True,640.3481438289601,True
REPUBLIC SERVICES OF CHICAGO,977518554,56,562,1,8.0,671.0,671.0,560.0,0.0,"Professional, scientific, and management, and administrative and waste management services",0.31008239739383525,671.0,True,607.0437510265778,True,462.9347113487365,False
LOWE'S HOME IMPROVEMENT,310007406,23,444,1,5.0,666.0,666.0,410.0,0.0,Construction,0.08411530495864025,666.0,True,648.7800215279811,True,609.9792068975456,True
WEBER SHANDWICK,003607868,54,541,1,6.0,663.0,663.0,619.0,0.0,"Professional, scientific, and management, and administrative and waste management services",0.31008239739383525,663.0,True,599.8062696432504,True,457.41537052788726,False
FAEGRE DRINKER BIDDLE-REATH,001161124,51,541,1,2.0,660.0,660.0,660.0,0.0,Information,0.29816404791801,660.0,True,599.510142336862,True,463.2117283741134,False
CITIBANK,003678943,52,522,1,25.0,657.0,657.0,582.0,0.0,"Finance and insurance, and real estate and rental and leasing",0.27826146344128616,657.0,True,600.8044681794079,True,474.182218519075,False
MOODY BIBLE INSTITUTE,722498934,61,519,1,3.0,651.0,651.0,640.0,0.0,"Educational services, and health care and social assistance",0.10038512573829843,651.0,True,630.912138421052,True,585.6492831443677,True
JONES DAY,001250919,54,541,1,2.0,650.0,650.0,650.0,0.0,"Professional, scientific, and management, and administrative and waste management services",0.31008239739383525,650.0,True,588.0453623953435,True,448.4464416940071,False
COSTCO WHOLESALE,441311800,42,452,1,10.0,650.0,650.0,607.0,0.0,Wholesale trade,0.1625466740423178,650.0,True,617.5230829973768,True,544.3446618724935,True
AUTOKINITON,433350857,32,336,1,2.0,650.0,650.0,650.0,0.0,Manufacturing,0.11379548024349065,650.0,True,627.2635989698606,True,576.032937841731,True
UNITED STATES CELLULAR CORP,004607974,51,517,1,2.0,640.0,640.0,640.0,0.0,Information,0.29816404791801,640.0,True,581.343168326654,True,449.1750093324736,False
SAKS FIFTH AVENUE,852815976,44,452,1,6.0,637.0,637.0,355.0,0.0,Retail trade,0.09332612079434856,637.0,True,618.7263207436822,True,577.551261054,True
BUBBA GUMP SHRIMP CO,314638263,72,722,1,5.0,636.0,636.0,433.0,0.0,"Arts, entertainment, and recreation, and accommodation and food services",0.06926141885325558,636.0,True,622.4595888768148,True,591.9497376093294,True
ADTALEM GLOBAL EDUCATION INC,007567704,61,611,1,2.0,636.0,636.0,636.0,0.0,"Educational services, and health care and social assistance",0.10038512573829843,636.0,True,616.374992374484,True,572.1550600304422,True
GIORDANO'S,652242033,31,722,1,20.0,634.0,634.0,579.0,0.0,Manufacturing,0.11379548024349065,634.0,True,611.823264225987,True,561.8536655256269,True
ROOSEVELT UNIVERSITY,738425989,61,611,1,4.0,628.0,628.0,600.0,0.0,"Educational services, and health care and social assistance",0.10038512573829843,628.0,True,608.6218478163144,True,564.9581410363486,True
METHODE ELECTRONICS INC,009322777,33,334,1,2.0,627.0,627.0,627.0,0.0,Manufacturing,0.11379548024349065,627.0,True,605.0681177755424,True,555.6502338873314,True
MORGAN STANLEY WEALTH MGMT,462148875,52,523,1,50.0,620.0,620.0,503.0,0.0,"Finance and insurance, and real estate and rental and leasing",0.27826146344128616,620.0,True,566.9692089364275,True,447.47789266640257,False
ARDAGH GROUP,004713574,33,327,1,2.0,620.0,620.0,620.0,0.0,Manufacturing,0.11379548024349065,620.0,True,598.3129713250978,True,549.4468022490358,True
GRANT THORNTON LLP,622551794,51,541,1,4.0,618.0,618.0,601.0,0.0,Information,0.29816404791801,618.0,True,561.3594969154253,True,433.7346183866698,False
SALVATION ARMY KROC CTR,466104361,71,624,1,23.0,617.0,617.0,579.0,0.0,"Arts, entertainment, and recreation, and accommodation and food services",0.06926141885325558,617.0,True,603.8640980141427,True,574.2657045675413,True
CONAGRA BRANDS INC,007509045,42,311,1,3.0,615.0,615.0,500.0,0.0,Wholesale trade,0.1625466740423178,615.0,True,584.2718400667488,True,515.0337954639746,True
CUSHMAN & WAKEFIELD,884301763,53,531,1,3.0,613.0,613.0,600.0,0.0,"Finance and insurance, and real estate and rental and leasing",0.27826146344128616,613.0,True,560.5679436742421,True,442.4257229104916,False
VIENNA BEEF LTD,686514902,31,311,1,3.0,609.0,609.0,500.0,0.0,Manufacturing,0.11379548024349065,609.0,True,587.6977411886847,True,539.6985525317142,True
PROVIDENT HOSPITAL-COOK COUNTY,439599489,62,622,1,12.0,609.0,609.0,520.0,0.0,"Educational services, and health care and social assistance",0.10038512573829843,609.0,True,590.2081294906616,True,547.8654584253762,True
H&R BLOCK,004620738,52,541,1,66.0,608.0,608.0,452.0,0.0,"Finance and insurance, and real estate and rental and leasing",0.27826146344128616,608.0,True,555.9956113441096,True,438.817030227698,False
BEARINGPOINT,259743649,54,541,1,1.0,600.0,600.0,600.0,0.0,"Professional, scientific, and management, and administrative and waste management services",0.31008239739383525,600.0,True,542.8111037495479,True,413.95056156369884,False
NATIONAL ASSOCIATION-BAR,820734093,81,813,1,1.0,600.0,600.0,600.0,0.0,Other services (except public administration),0.13723383599767006,600.0,True,574.6897867312531,True,517.6596984013979,True
EAST BANK CLUB,975296526,71,713,1,1.0,600.0,600.0,600.0,0.0,"Arts, entertainment, and recreation, and accommodation and food services",0.06926141885325558,600.0,True,587.2260272422782,True,558.4431486880467,True
55 ERIE INVESTORS LLC,417273296,53,531,1,1.0,600.0,600.0,600.0,0.0,"Finance and insurance, and real estate and rental and leasing",0.27826146344128616,600.0,True,548.6798796158977,True,433.0431219352283,False
GENERAL FOODS CORP,009093030,31,424,1,1.0,600.0,600.0,600.0,0.0,Manufacturing,0.11379548024349065,600.0,True,579.0125528952559,True,531.7227118539056,True
MIDWAY MOVING,237616735,48,531,1,1.0,600.0,600.0,600.0,0.0,"Transportation and warehousing, and utilities",0.07896904951528301,600.0,True,585.4356364060538,True,552.6185702908302,True
ARIE CROWN THEATER,891739385,71,711,1,1.0,600.0,600.0,600.0,0.0,"Arts, entertainment, and recreation, and accommodation and food services",0.06926141885325558,600.0,True,587.2260272422782,True,558.4431486880467,True
WALSH'DEMARIA JOINT VENTURE,404918287,23,236,1,1.0,600.0,600.0,600.0,0.0,Construction,0.08411530495864025,600.0,True,584.4865058810641,True,549.5308170248159,True
FERRARA CANDY CO,418285359,42,311,1,1.0,600.0,600.0,600.0,0.0,Wholesale trade,0.1625466740423178,600.0,True,570.021307382194,True,502.4719955746093,True
CRAIN COMMUNICATIONS INC,890292881,51,511,1,6.0,598.0,598.0,433.0,0.0,Information,0.29816404791801,598.0,True,543.1925229052174,True,419.69789934503,False
FRESENIUS KIDNEY CARE,007526346,62,621,1,33.0,597.0,597.0,473.0,0.0,"Educational services, and health care and social assistance",0.10038512573829843,597.0,True,578.5784126534071,True,537.0700799342359,True
NEWARK,007503576,33,423,1,3.0,574.0,574.0,560.0,0.0,Manufacturing,0.11379548024349065,574.0,True,553.9220089364615,True,508.68139434023635,True
JIFFY LUBE,007533805,44,811,1,94.0,559.0,559.0,356.0,0.0,Retail trade,0.09332612079434856,559.0,True,542.9639141220068,True,506.83069847595914,True
ALLSTATE INSURANCE,402946685,52,524,1,113.0,558.0,558.0,307.0,0.0,"Finance and insurance, and real estate and rental and leasing",0.27826146344128616,558.0,True,510.27228804278485,True,402.73010339976236,False
SUPERIOR GRAPHITE CO,655861375,32,335,1,2.0,552.0,552.0,552.0,0.0,Manufacturing,0.11379548024349065,552.0,True,532.6915486636354,True,489.1848949055932,False
FOUR SEASONS HOTEL CHICAGO,313028979,72,721,1,1.0,550.0,550.0,550.0,0.0,"Arts, entertainment, and recreation, and accommodation and food services",0.06926141885325558,550.0,True,538.2905249720883,True,511.9062196307094,True
THYSSENKRUPP NORTH AMERICA,599085917,33,332,1,2.0,550.0,550.0,501.0,0.0,Manufacturing,0.11379548024349065,550.0,True,530.7615068206512,True,487.41248586608015,False
CCH INC,684383862,51,511,1,2.0,550.0,550.0,550.0,0.0,Information,0.29816404791801,550.0,True,499.59178528071834,False,386.00977364509447,False
PROVISUR TECHNOLOGIES INC,007518103,33,423,1,4.0,544.0,544.0,544.0,0.0,Manufacturing,0.11379548024349065,544.0,True,524.9713812916987,True,482.0952587475411,False
PNC BANK,005235973,52,522,1,64.0,544.0,544.0,411.0,0.0,"Finance and insurance, and real estate and rental and leasing",0.27826146344128616,544.0,True,497.46975751841387,False,392.62576388794037,False
TRUMP INTERNATIONAL HOTEL,441324175,72,721,1,2.0,540.0,540.0,540.0,0.0,"Arts, entertainment, and recreation, and accommodation and food services",0.06926141885325558,540.0,True,528.5034245180503,True,502.598833819242,True
T-MOBILE,507958353,51,517,1,109.0,537.0,537.0,258.0,0.0,Information,0.29816404791801,537.0,True,487.78325217408315,False,376.88590626802863,False
HOWARD ORLOFF IMPORTS INC,713001966,44,441,1,4.0,536.0,536.0,320.0,0.0,Retail trade,0.09332612079434856,536.0,True,520.6237172976666,True,485.97719925422916,False
PROVIDENCE BANK & TRUST,749710524,52,522,1,3.0,536.0,536.0,536.0,0.0,"Finance and insurance, and real estate and rental and leasing",0.27826146344128616,536.0,True,490.1540257902019,False,386.8518555954706,False
PETE'S FRESH MARKET,716158773,42,445,1,8.0,536.0,536.0,502.0,0.0,Wholesale trade,0.1625466740423178,536.0,True,509.21903459475993,True,448.87498271331765,False
PERKINS EASTMAN ARCHITECTS,807279781,54,541,1,2.0,534.0,534.0,534.0,0.0,"Professional, scientific, and management, and administrative and waste management services",0.31008239739383525,534.0,True,483.1018823370976,False,368.415999791692,False
STARCOM MEDIAVEST GROUP,533721700,54,541,1,4.0,533.0,533.0,519.0,0.0,"Professional, scientific, and management, and administrative and waste management services",0.31008239739383525,533.0,True,482.1971971641817,False,367.7260821890858,False
CONSTELLATION BRANDS,006501621,31,425,1,2.0,530.0,530.0,530.0,0.0,Manufacturing,0.11379548024349065,530.0,True,511.4610883908094,True,469.68839547094996,False
SMITHBUCKLIN,461050437,62,561,1,3.0,528.0,528.0,528.0,0.0,"Educational services, and health care and social assistance",0.10038512573829843,528.0,True,511.7075408391942,True,474.99665361017844,False
DHL GLOBAL FORWARDING,712073164,48,488,1,5.0,526.0,526.0,502.0,0.0,"Transportation and warehousing, and utilities",0.07896904951528301,526.0,True,513.2319079159738,True,484.46227995496116,False
SOUTH SHORE HOSPITAL,006531438,62,622,1,3.0,526.0,526.0,502.0,0.0,"Educational services, and health care and social assistance",0.10038512573829843,526.0,True,509.76925469965187,True,473.197423861655,False
DOMINO'S,311225726,48,722,1,35.0,524.0,524.0,320.0,0.0,"Transportation and warehousing, and utilities",0.07896904951528301,524.0,True,511.2804557946203,True,482.6202180539917,False
KOMATSU AMERICA CORP,441443769,21,333,1,3.0,523.0,523.0,520.0,0.0,"Agriculture, forestry, fishing and hunting, and mining",0.1290864935550159,523.0,True,502.2477187779584,True,455.48776387072667,False
BELT RAILWAY CO-CHICAGO YARD,416591443,48,482,1,1.0,520.0,520.0,520.0,0.0,"Transportation and warehousing, and utilities",0.07896904951528301,520.0,True,507.37755155191326,True,478.93609425205284,False
KINDRED HOSPITAL CHICAGO NORTH,775656482,62,622,1,2.0,512.0,512.0,512.0,0.0,"Educational services, and health care and social assistance",0.10038512573829843,512.0,True,496.20125172285503,False,460.6028156219912,False
CHICAGO TRIBUNE DIRECT,422144316,51,541,1,7.0,512.0,512.0,390.0,0.0,Information,0.29816404791801,512.0,True,465.07453466132324,False,359.3400074659789,False
BOSTON CONSULTING GROUP,854356029,54,541,1,3.0,508.0,508.0,500.0,0.0,"Professional, scientific, and management, and administrative and waste management services",0.31008239739383525,508.0,True,459.5800678412839,False,350.47814212393166,False
CHAPMAN & CUTLER LLP,470626524,54,541,1,2.0,504.0,504.0,500.0,0.0,"Professional, scientific, and management, and administrative and waste management services",0.31008239739383525,504.0,True,455.9613271496202,False,347.71847171350703,False
AT KEARNEY INC,005763008,33,541,1,2.0,503.0,503.0,500.0,0.0,Manufacturing,0.11379548024349065,503.0,True,485.40552351052287,False,445.7608734375242,False
ACCESS COMMUNITY HEALTH,001260249,62,621,1,1.0,501.0,501.0,501.0,0.0,"Educational services, and health care and social assistance",0.10038512573829843,501.0,True,485.5406779553718,False,450.7070520051125,False
GATX CORP,005763628,48,532,1,3.0,501.0,501.0,480.0,0.0,"Transportation and warehousing, and utilities",0.07896904951528301,501.0,True,488.8387563990549,False,461.43650619284324,False
AUTOZONE,446751315,42,441,1,44.0,501.0,501.0,456.0,0.0,Wholesale trade,0.1625466740423178,501.0,True,475.96779166413194,False,419.5641163047988,False
PENINSULA CHICAGO,434239930,72,721,1,1.0,500.0,500.0,500.0,0.0,"Arts, entertainment, and recreation, and accommodation and food services",0.06926141885325558,500.0,True,489.35502270189846,False,465.3692905733722,False
COMPSYCH EMPLOYEE ASSISTANCE,421855444,54,541,1,1.0,500.0,500.0,500.0,0.0,"Professional, scientific, and management, and administrative and waste management services",0.31008239739383525,500.0,True,452.3425864579566,False,344.9588013030824,False
FOUR SEASONS HTG & AIR COND,700457830,23,238,1,1.0,500.0,500.0,500.0,0.0,Construction,0.08411530495864025,500.0,True,487.0720882342201,False,457.94234752067985,False
COLEMAN NATURAL MEATS,217200021,42,424,1,1.0,500.0,500.0,500.0,0.0,Wholesale trade,0.1625466740423178,500.0,True,475.0177561518283,False,418.7266629788411,False
SKADDEN ARPS SLATE MEAGHER,227324787,51,541,1,1.0,500.0,500.0,500.0,0.0,Information,0.29816404791801,500.0,True,454.1743502551985,False,350.917976040995,False
ZACKS INVESTMENT RESEARCH INC,151012028,52,523,1,1.0,500.0,500.0,500.0,0.0,"Finance and insurance, and real estate and rental and leasing",0.27826146344128616,500.0,True,457.2332330132481,False,360.8692682793569,False
BAIN & CO,313554552,54,541,1,1.0,500.0,500.0,500.0,0.0,"Professional, scientific, and management, and administrative and waste management services",0.31008239739383525,500.0,True,452.3425864579566,False,344.9588013030824,False
MCCORMICK PLACE,417327889,71,561,1,1.0,500.0,500.0,500.0,0.0,"Arts, entertainment, and recreation, and accommodation and food services",0.06926141885325558,500.0,True,489.35502270189846,False,465.3692905733722,False
DIGITAS-CHICAGO,433572627,54,541,1,1.0,500.0,500.0,500.0,0.0,"Professional, scientific, and management, and administrative and waste management services",0.31008239739383525,500.0,True,452.3425864579566,False,344.9588013030824,False
SRA MC GRAW-HILL,974030587,51,611,1,1.0,500.0,500.0,500.0,0.0,Information,0.29816404791801,500.0,True,454.1743502551985,False,350.917976040995,False
LINCOLN PARK ZOO,434093017,81,712,1,1.0,500.0,500.0,500.0,0.0,Other services (except public administration),0.13723383599767006,500.0,True,478.90815560937756,False,431.38308200116495,False
LANE TECH HIGH SCHOOL,151251451,61,611,1,1.0,500.0,500.0,500.0,0.0,"Educational services, and health care and social assistance",0.10038512573829843,500.0,True,484.5715348856006,False,449.80743713085076,False
DIGESTIVE DISEASE EDUCATION CO,407401910,61,611,1,1.0,500.0,500.0,500.0,0.0,"Educational services, and health care and social assistance",0.10038512573829843,500.0,True,484.5715348856006,False,449.80743713085076,False
